word,pos,meaningZh,exampleEn,exampleZh,level,topicTag
"report","n.","報告","","","7000","7000-words"
"rest","n.","休息;靜止;安息;休止符;其餘","","","7000","7000-words"
"return","n.","回答;收益;利息;來回票;退貨","","","7000","7000-words"
"rice","n.","稻米;飯","","","7000","7000-words"
"ride","n.","搭乘;兜風","","","7000","7000-words"
"right","n.","公理;權利","","","7000","7000-words"
"ring","n.","指環;鈴聲","","","7000","7000-words"
"rise","n.","(數量,程度等)增加,上漲;上升","","","7000","7000-words"
"river","n.","河流","","","7000","7000-words"
"road","n.","道路","","","7000","7000-words"
"robot","n.","機器人","","","7000","7000-words"
"rock","n.","岩石;搖滾樂","","","7000","7000-words"
"roof","n.","屋頂","","","7000","7000-words"
"room","n.","房間","","","7000","7000-words"
"rooster","n.","雄雞;狂妄自負的人","","","7000","7000-words"
"root","n.","根","","","7000","7000-words"
"rope","n.","粗繩","","","7000","7000-words"
"rose","n.","玫瑰","","","7000","7000-words"
"round","n.","一輪,一回合,一場,一局;圓形物","","","7000","7000-words"
"row","n.","行列","","","7000","7000-words"
"rub","n.","摩擦,擦;阻難;疑難點","","","7000","7000-words"
"rubber","n.","橡膠","","","7000","7000-words"
"rule","n.","規則","","","7000","7000-words"
"safe","n.","保險箱","","","7000","7000-words"
"sail","n.","帆,篷;帆狀物;船隻","","","7000","7000-words"
"sale","n.","售賣;賤賣","","","7000","7000-words"
"salt","n.","鹽","","","7000","7000-words"
"sand","n.","沙","","","7000","7000-words"
"Saturday","n.","星期六","","","7000","7000-words"
"saw","n.","鋸子;鋸條","","","7000","7000-words"
"scare","n.","驚恐;驚嚇","","","7000","7000-words"
"scene","n.","景色;場面","","","7000","7000-words"
"school","n.","學校","","","7000","7000-words"
"sea","n.","海","","","7000","7000-words"
"season","n.","季節","","","7000","7000-words"
"seat","n.","座位","","","7000","7000-words"
"second","n.","第二;秒","","","7000","7000-words"
"seed","n.","種子","","","7000","7000-words"
"seesaw","n.","蹺蹺板","","","7000","7000-words"
"self","n.","自身,自己;自我","","","7000","7000-words"
"sense","n.","感官;官能","","","7000","7000-words"
"sentence","n.","句子","","","7000","7000-words"
"September","n.","九月","","","7000","7000-words"
"service","n.","服務","","","7000","7000-words"
"set","n.","套;組","","","7000","7000-words"
"seven","n.","七","","","7000","7000-words"
"seventeen","n.","十七","","","7000","7000-words"
"seventy","n.","七十","","","7000","7000-words"
"shake","n.","搖動;奶昔","","","7000","7000-words"
"shape","n.","形狀","","","7000","7000-words"
"shark","n.","鯊魚","","","7000","7000-words"
"sheep","n.","綿羊","","","7000","7000-words"
"sheet","n.","一張(紙);床單","","","7000","7000-words"
"shine","n.","光,光亮;光澤;擦亮;陽光,晴天","","","7000","7000-words"
"ship","n.","船","","","7000","7000-words"
"shirt","n.","襯衫","","","7000","7000-words"
"shoe","n.","鞋子","","","7000","7000-words"
"shop","n.","商店","","","7000","7000-words"
"shore","n.","岸邊","","","7000","7000-words"
"shot","n.","射擊,開槍;投籃;拍攝","","","7000","7000-words"
"shoulder","n.","肩膀","","","7000","7000-words"
"shout","n.","呼喊;喊叫聲","","","7000","7000-words"
"show","n.","展覽;電影","","","7000","7000-words"
"side","n.","邊","","","7000","7000-words"
"sight","n.","視力;景象","","","7000","7000-words"
"silver","n.","銀","","","7000","7000-words"
"singer","n.","歌手","","","7000","7000-words"
"sir","n.","先生","","","7000","7000-words"
"sister","n.","姊妹","","","7000","7000-words"
"six","n.","六","","","7000","7000-words"
"sixteen","n.","十六","","","7000","7000-words"
"sixty","n.","六十","","","7000","7000-words"
"size","n.","大小;尺寸","","","7000","7000-words"
"skill","n.","技能","","","7000","7000-words"
"skin","n.","皮膚","","","7000","7000-words"
"sky","n.","天空","","","7000","7000-words"
"sleep","n.","睡眠;死亡;冬眠","","","7000","7000-words"
"small","n.","細小的部分;小件物品","","","7000","7000-words"
"smell","n.","氣味;香味;臭味;嗅覺;一嗅,一聞;少許;跡象,影蹤","","","7000","7000-words"
"smile","n.","微笑","","","7000","7000-words"
"smoke","n.","煙","","","7000","7000-words"
"snake","n.","蛇","","","7000","7000-words"
"snow","n.","雪","","","7000","7000-words"
"soap","n.","肥皂","","","7000","7000-words"
"soda","n.","蘇打;汽水","","","7000","7000-words"
"sofa","n.","沙發","","","7000","7000-words"
"soil","n.","土,泥土,土壤","","","7000","7000-words"
"someone","n.","某人;有名氣的人","","","7000","7000-words"
"something","n.","某人;某事;重要的人(或事物);","","","7000","7000-words"
"son","n.","兒子","","","7000","7000-words"
"song","n.","歌曲","","","7000","7000-words"
"soul","n.","靈魂","","","7000","7000-words"
"sound","n.","聲音","","","7000","7000-words"
"soup","n.","湯","","","7000","7000-words"
"sour","n.","酸味;酸的東西","","","7000","7000-words"
"south","n.","南方","","","7000","7000-words"
"space","n.","空位;太空","","","7000","7000-words"
"speech","n.","言論;演講","","","7000","7000-words"
"spoon","n.","湯匙","","","7000","7000-words"
"sport","n.","消遣;運動;突變","","","7000","7000-words"
"stair","n.","梯級;樓梯","","","7000","7000-words"
"stand","n.","攤子;停止,站立； 立場;態度","","","7000","7000-words"
"star","n.","星星;明星","","","7000","7000-words"
"start","n.","出發;開端;啟動","","","7000","7000-words"
"state","n.","狀態；美國的州","","","7000","7000-words"
"statement","n.","陳述,說明;結單","","","7000","7000-words"
"station","n.","車站;場所","","","7000","7000-words"
"stay","n.","停留,逗留;停止;延後;持續力","","","7000","7000-words"
"step","n.","步;臺階","","","7000","7000-words"
"stone","n.","石頭","","","7000","7000-words"
"stop","n.","車站","","","7000","7000-words"
"store","n.","商店","","","7000","7000-words"
"story","n.","故事;樓層","","","7000","7000-words"
"street","n.","街道","","","7000","7000-words"
"student","n.","學生","","","7000","7000-words"
"study","n.","書房","","","7000","7000-words"
"sugar","n.","糖","","","7000","7000-words"
"summer","n.","夏天","","","7000","7000-words"
"sun","n.","太陽","","","7000","7000-words"
"Sunday","n.","星期日","","","7000","7000-words"
"supper","n.","晚餐","","","7000","7000-words"
"surprise","n.","意外之事物","","","7000","7000-words"
"sweet","n.","(餐後的)甜點;(用作稱呼語)親愛的,寶貝","","","7000","7000-words"
"swim","n.","游泳;暈眩,眼花;潮流","","","7000","7000-words"
"table","n.","桌子;表,目錄","","","7000","7000-words"
"tail","n.","尾巴","","","7000","7000-words"
"tale","n.","故事,傳說;謊話","","","7000","7000-words"
"talk","n.","談話;交談;空話;話題;談判","","","7000","7000-words"
"taste","n.","味道,滋味;體驗;風雅;得體;興趣","","","7000","7000-words"
"taxi","n.","計程車","","","7000","7000-words"
"taxicab","n.","計程車","","","7000","7000-words"
"tea","n.","茶","","","7000","7000-words"
"teacher","n.","老師","","","7000","7000-words"
"ten","n.","十","","","7000","7000-words"
"thank","n.","感謝;謝意;謝辭","","","7000","7000-words"
"then","n.","那時,當時","","","7000","7000-words"
"there","n.","那個地方,那裡","","","7000","7000-words"
"thing","n.","事物;東西","","","7000","7000-words"
"third","n.","第三;三分之一","","","7000","7000-words"
"thirteen","n.","十三","","","7000","7000-words"
"thirty","n.","三十","","","7000","7000-words"
"thought","n.","思想","","","7000","7000-words"
"thousand","n.","千","","","7000","7000-words"
"three","n.","三","","","7000","7000-words"
"throw","n.","投擲;披巾;(沙發等的)罩單","","","7000","7000-words"
"Thursday","n.","星期四","","","7000","7000-words"
"ticket","n.","票;罰單","","","7000","7000-words"
"tie","n.","結;領帶;平手","","","7000","7000-words"
"tiger","n.","老虎","","","7000","7000-words"
"time","n.","時間;次數","","","7000","7000-words"
"tire","n.","輪胎","","","7000","7000-words"
"today","n.","今天","","","7000","7000-words"
"tomorrow","n.","明天","","","7000","7000-words"
"tone","n.","音色,音調;色調","","","7000","7000-words"
"tonight","n.","今夜;今晚","","","7000","7000-words"
"tool","n.","工具","","","7000","7000-words"
"top","n.","頂部; 陀螺","","","7000","7000-words"
"total","n.","總額","","","7000","7000-words"
"touch","n.","觸,碰;接觸;潤色;特長,才能;少許","","","7000","7000-words"
"town","n.","城市","","","7000","7000-words"
"toy","n.","玩具","","","7000","7000-words"
"train","n.","火車","","","7000","7000-words"
"tree","n.","樹木","","","7000","7000-words"
"trip","n.","旅行","","","7000","7000-words"
"trouble","n.","麻煩","","","7000","7000-words"
"try","n.","嘗試;努力","","","7000","7000-words"
"T-shirt","n.","短袖圓領運動衫","","","7000","7000-words"
"Tuesday","n.","星期二","","","7000","7000-words"
"turn","n.","輪到","","","7000","7000-words"
"twelve","n.","十二","","","7000","7000-words"
"twenty","n.","二十","","","7000","7000-words"
"two","n.","二","","","7000","7000-words"
"uncle","n.","叔叔","","","7000","7000-words"
"unit","n.","單位;單元;組件","","","7000","7000-words"
"up","n.","上升;走運","","","7000","7000-words"
"upstairs","n.","樓上","","","7000","7000-words"
"use","n.","用途","","","7000","7000-words"
"vegetable","n.","蔬菜","","","7000","7000-words"
"view","n.","視力;視野;看法","","","7000","7000-words"
"visit","n.","訪問","","","7000","7000-words"
"voice","n.","(人的)聲音","","","7000","7000-words"
"wait","n.","等待;等待的時間","","","7000","7000-words"
"walk","n.","散步;人行道;四壞球保送上一壘","","","7000","7000-words"
"wall","n.","牆","","","7000","7000-words"
"want","n.","需要的東西;必需品;缺乏;匱乏","","","7000","7000-words"
"war","n.","戰爭","","","7000","7000-words"
"warm","n.","暖和的地方;取暖,加熱","","","7000","7000-words"
"warming","n.","暖和；加溫","","","7000","7000-words"
"wash","n.","洗,洗滌;要洗的(洗好的)衣服","","","7000","7000-words"
"waste","n.","浪費","","","7000","7000-words"
"watch","n.","手錶","","","7000","7000-words"
"water","n.","水","","","7000","7000-words"
"way","n.","方法;路","","","7000","7000-words"
"wear","n.","穿;戴;佩;磨損","","","7000","7000-words"
"weather","n.","天氣","","","7000","7000-words"
"wedding","n.","婚禮","","","7000","7000-words"
"Wednesday","n.","星期三","","","7000","7000-words"
"week","n.","星期","","","7000","7000-words"
"weekend","n.","周末","","","7000","7000-words"
"weight","n.","重量","","","7000","7000-words"
"welcome","n.","歡迎,款待;歡迎辭","","","7000","7000-words"
"well","n.","井,水井;採光井;通風井","","","7000","7000-words"
"west","n.","西方","","","7000","7000-words"
"where","n.","哪裡,何處; 地點","","","7000","7000-words"
"while","n.","一會兒","","","7000","7000-words"
"white","n.","白色","","","7000","7000-words"
"whole","n.","全部,全體;整體","","","7000","7000-words"
"why","n.","原因,理由;難解的問題,謎","","","7000","7000-words"
"wide","n.","歪球,壞球","","","7000","7000-words"
"wife","n.","妻子","","","7000","7000-words"
"will","n.","意志;決心;遺囑","","","7000","7000-words"
"win","n.","獲勝,成功,贏;贏得物","","","7000","7000-words"
"wind","n.","風","","","7000","7000-words"
"window","n.","窗戶","","","7000","7000-words"
"wine","n.","葡萄酒","","","7000","7000-words"
"winter","n.","冬天","","","7000","7000-words"
"wish","n.","希望,願望;祝福,祈頌","","","7000","7000-words"
"woman","n.","女人","","","7000","7000-words"
"wood","n.","木材","","","7000","7000-words"
"word","n.","字","","","7000","7000-words"
"work","n.","工作,作品","","","7000","7000-words"
"worker","n.","工人","","","7000","7000-words"
"world","n.","世界","","","7000","7000-words"
"worm","n.","蠕蟲","","","7000","7000-words"
"worry","n.","煩惱;焦慮;擔心","","","7000","7000-words"
"worse","n.","更糟的事","","","7000","7000-words"
"worst","n.","最壞者;最壞的部分;最壞的情況","","","7000","7000-words"
"writer","n.","作家","","","7000","7000-words"
"wrong","n.","錯誤;不道德;違法,犯罪;壞事","","","7000","7000-words"
"Xmas","n.","耶誕節 (=Christmas)","","","7000","7000-words"
"yam","n.","山芋類植物","","","7000","7000-words"
"year","n.","年","","","7000","7000-words"
"yellow","n.","黃色","","","7000","7000-words"
"yes","n.","肯定的回答,同意;贊成票","","","7000","7000-words"
"yesterday","n.","昨天;往昔","","","7000","7000-words"
"young","n.","青年們;雛","","","7000","7000-words"
"zero","n.","零","","","7000","7000-words"
"zoo","n.","動物園","","","7000","7000-words"
"absent","adj.","缺席的,不在場的","","","7000","7000-words"
"active","adj.","活躍的","","","7000","7000-words"
"alike","adj.","相似的","","","7000","7000-words"
"alive","adj.","活著的;活躍的","","","7000","7000-words"
"ancient","adj.","古代的","","","7000","7000-words"
"asleep","adj.","睡著的","","","7000","7000-words"
"backward","adj.","向後的;落後的","","","7000","7000-words"
"believable","adj.","可信的","","","7000","7000-words"
"bitter","adj.","苦的;嚴酷的","","","7000","7000-words"
"blank","adj.","空白的;空的,無內容的;茫然的","","","7000","7000-words"
"blind","adj.","瞎的","","","7000","7000-words"
"bloody","adj.","流血的","","","7000","7000-words"
"bony","adj.","骨的;似骨的","","","7000","7000-words"
"brief","adj.","短暫的","","","7000","7000-words"
"broad","adj.","寬廣的","","","7000","7000-words"
"calm","adj.","寧靜的","","","7000","7000-words"
"central","adj.","中央的","","","7000","7000-words"
"cheap","adj.","便宜的","","","7000","7000-words"
"chemical","adj.","化學的","","","7000","7000-words"
"childish","adj.","幼稚的","","","7000","7000-words"
"childlike","adj.","天真爛漫的","","","7000","7000-words"
"choice","adj.","上等的,精選的;挑三揀四的","","","7000","7000-words"
"classic","adj.","典型的;古典的","","","7000","7000-words"
"clever","adj.","聰明伶俐的","","","7000","7000-words"
"cloudy","adj.","多雲的;陰天的","","","7000","7000-words"
